,brand,model,price,province,matriculation,fuel,kilometres,gear
1254,TOYOTA,Yaris 100H 1.5 Active,14250,Madrid,2018, Híbrido,53935,Automático
1255,KIA,Sportage 1.7CRDi VGT Eco-Dynamics Business 4x2,21990,Pontevedra,2018, Diésel,51534,Manual
1256,SMART,Fortwo coupe electric drive / EQ Coupe,14900,Córdoba,2018, Eléctrico,19585,Manual
1257,SEAT,Ateca 1.5 EcoTSI S&S Style Go DSG,26400,Tarragona,2021, Gasolina,12462,Automático
1258,BMW,Serie 5 530dA Touring,43400,Valencia,2018, Diésel,32793,Automático
1259,MERCEDES-BENZ,Clase A 200CDI BE Style,22900,Madrid,2018, Diésel,79531,Automático
1260,CITROEN,DS4 DS 4  1.6 BlueHDi S&S Desire 120,15495,Madrid,2017, Diésel,71000,Manual
1261,BMW,X1 sDrive 18dA Business,32600,Barcelona,2019, Diésel,16530,Automático
1262,VOLKSWAGEN,Passat 2.0TDI Advance DSG6 110kW,18900,Madrid,2017, Diésel,95800,Automático
1263,VOLKSWAGEN,Tiguan Todoterreno  Automático de 5 Puertas,32900,Navarra,2018, Diésel,98000,Automático
1264,AUDI,A3 Sportback 35TDI Black line S tronic,32500,Valencia,2021, Diésel,19606,Automático
1265,BMW,X4 xDrive 20d,34795,Barcelona,2017, Diésel,113500,Manual
1266,LEXUS,NX 300h Business Navigation 2WD,29900,Vizcaya,2018, Híbrido,52486,Automático
1267,MERCEDES-BENZ,Clase C 200 d,37000,Zaragoza,2021, Diésel,15000,Automático
1268,LEXUS,RX 450h Executive Tecno,40350,Madrid,2017, Híbrido,73630,Automático
1269,LEXUS,RX 450h Executive Tecno,41350,Madrid,2017, Híbrido,64300,Automático
1270,MINI,Mini Clubman One,18335,Barcelona,2017, Gasolina,51500,Manual
1271,BMW,X2 sDrive 20dA,38375,Barcelona,2019, Diésel,44383,Automático
1272,TOYOTA,Aygo 1.0 70 x-play,10240,Córdoba,2019, Gasolina,24598,Manual
1273,TOYOTA,Aygo 1.0 70 x-play,10240,Ávila,2019, Gasolina,24598,Manual
1274,TOYOTA,C-HR 1.8 125H Advance,19740,Ávila,2017, Híbrido,47519,Automático
1275,LEXUS,RX 450h Executive,66490,Valladolid,2020, Híbrido,12363,Automático
1276,TOYOTA,Corolla 2.0 180H ADVANCE E-CVT,23740,Palencia,2019, Híbrido,44358,Automático
1277,KIA,Rio 1.2 DPi 62kW (84CV) GT Line,14950,Barcelona,2020, Gasolina,8000,Manual
1278,KIA,Venga 1.4 CVVT 90CV Drive,8690,Barcelona,2015, Gasolina,81000,Manual
1279,LEXUS,RX 450h Executive Tecno,37890,Zamora,2016, Híbrido,162948,Automático
1280,LEXUS,RX 450h Executive Tecno,37890,Albacete,2016, Híbrido,162948,Automático
1281,TOYOTA,Aygo 1.0 70 x-play,10240,Ciudad Real,2019, Gasolina,24598,Manual
1282,FORD,Focus 1.0 Ecoboost ST Line 125,21900,Alicante,2020, Gasolina,32000,Manual
1283,SEAT,León ST 1.5 TSI S&S Style 130,18800,Vizcaya,2021, Gasolina,15467,Manual
1284,LAND-ROVER,Defender 110 2.0D SD4 S AWD Aut. 240,86900,Madrid,2020, Diésel,2747,Automático
1285,MERCEDES-BENZ,Clase CLS 450 4Matic Aut.,97900,Barcelona,2021, Gasolina,2000,Automático
1286,RENAULT,Scénic 1.5dCi Intens 81kW,14500,Pontevedra,2017, Diésel,94458,Manual
1287,NISSAN,Qashqai 1.3 DIG-T N-CONNECTA DCT 116KW 5P,22410,Valencia,2021, Gasolina,11209,Automático
1288,SEAT,Ibiza BERLINA CON PORTON 1.0 TSI 85KW STYLE 115 5P,15900,Murcia,2020, Gasolina,24250,Manual
1289,CITROEN,C4 PureTech 130 S&S EAT8 Shine,25500,Valencia,2021, Gasolina,9170,Automático
1290,TOYOTA,Aygo 70 x-play,11740,Palencia,2021, Gasolina,9824,Manual
1291,VOLKSWAGEN,Tiguan 1.5 TSI 96kW,25500,Murcia,2020, Gasolina,18485,Manual
1292,PEUGEOT,2008 1.2 PureTech S&S Style EAT6 110,16970,Valencia,2018, Gasolina,72034,Automático
1293,KIA,Sportage 1.6 T-GDi GT Line Ess,21495,Madrid,2018, Gasolina,59000,Manual
1294,TOYOTA,C-HR 125H Advance,22990,Ciudad Real,2018, Híbrido,60091,Automático
1295,MINI,One 5 P 1.5 102 CV,14990,Pontevedra,2018, Gasolina,73100,Manual
1296,TOYOTA,C-HR 125H Advance,22990,Ciudad Real,2018, Híbrido,60091,Automático
1297,FORD,Mondeo 1.5TDCI Trend 120,16000,Barcelona,2016, Diésel,71041,Manual
1298,AUDI,A4 2.0TDI Multitronic DPF 143,8500,Madrid,2008, Diésel,284100,Automático
1299,RENAULT,Talisman S.T. 1.6dCi Energy Intens 96kW,13900,Madrid,2017, Diésel,140806,Manual
1300,MINI,One 5 P 1.5 102 CV,14990,Pontevedra,2018, Gasolina,73100,Manual
1301,PEUGEOT,508 SW ACTIVE BLUE HDI 130 CV,21990,Pontevedra,2020, Diésel,53027,Manual
1302,VOLKSWAGEN,Golf 1.0 TSI Ready2GO 81kW,14990,Pontevedra,2018, Gasolina,109785,Manual
1303,LEXUS,RX 450h Executive Tecno,37890,Ávila,2016, Híbrido,162948,Automático
1304,TOYOTA,C-HR 125H Dynamic Plus,21990,Sevilla,2017, Híbrido,54230,Automático
1305,VOLKSWAGEN,T-Cross TODOTERRENO 1.0 TSI 70KW ADVANCE 95 5P,20000,Murcia,2021, Gasolina,12505,Manual
1306,BMW,Serie 2 225xe iPerformance Active Tourer,27975,Barcelona,2018, Híbrido Enchufable,31209,Automático
1307,LEXUS,RC 300h Executive Navigation,37895,Madrid,2018, Híbrido,44300,Automático
1308,FORD,Fiesta 1.5 TDCi Trend,10900,Vizcaya,2016, Diésel,62500,Manual
1309,LEXUS,RX 450h Executive Tecno,37890,Burgos,2016, Híbrido,162948,Automático
1310,BMW,X4 xDrive 20d,38995,Barcelona,2018, Diésel,75305,Automático
1311,SEAT,Arona 1.0 TSI 81 KW (110 CV) 6 VEL START/STOP STYLE GO2,18500,Murcia,2021, Gasolina,13872,Manual
1312,DS,DS7 Crossback 1.5BlueHDi Performance Line Aut.,33800,Córdoba,2020, Diésel,17800,Automático
1313,FORD,EcoSport 1.0 EcoBoost Titanium Aut. 125,18990,Cádiz,2018, Gasolina,32900,Automático
1314,OPEL,Crossland 1.5D 88KW BUSINESS ELEGANCE AUTO 5P,20900,Murcia,2021, Diésel,12385,Automático
1315,VOLVO,XC40 1.5 T3   Auto Momentum Pro,34900,Guipúzcoa,2021, Gasolina,14072,Automático
1316,FORD,Focus 1.5TDCi Trend+ 120,10500,Pontevedra,2016, Diésel,94385,Manual
1317,RENAULT,Captur TCe Energy Zen 87kW,11990,Pontevedra,2019, Gasolina,128320,Manual
1318,OPEL,Mokka X SELECTIVE 1.4 140 CV,14990,Pontevedra,2018, Gasolina,46460,Manual
1319,OPEL,Corsa 1.4 SELECTIVE 66KW LPG 5P,10900,Murcia,2018, Gasolina,28088,Manual
1320,MERCEDES-BENZ,Clase A 180,34400,Barcelona,2021, Gasolina,6838,Manual
1321,FORD,Fiesta 1.0 EcoBoost S/S ST Line 140,15900,Madrid,2019, Gasolina,39660,Manual
1322,HONDA,CR-V 2.0 i-MMD 4x2 ELEGANCE NAVI Elegance,30600,Sevilla,2019, Híbrido,33600,Automático
1323,SEAT,Ibiza 1.5 EcoTSI S&S FR 150,19900,Toledo,2018, Gasolina,59000,Manual
1324,BMW,Serie 1 118i,22700,Castellón,2019, Gasolina,25885,Manual
1325,OPEL,Astra 1.6CDTi S/S Dynamic 110,13995,Madrid,2018, Diésel,58000,Manual
1326,HONDA,CR-V 2.0 i-MMD Lifestyle 4x2,38500,Castellón,2021, Híbrido,2800,Automático
1327,HYUNDAI,i30 1.0 TGDI 48V Klass,16370,Madrid,2021, Híbrido,10000,Manual
1328,BMW,Serie 1 118i,22700,Castellón,2019, Gasolina,25885,Manual
1329,HONDA,CR-V 2.0 i-MMD 4x2 ELEGANCE NAVI Elegance,30600,Sevilla,2019, Híbrido,33600,Automático
1330,BMW,X3 sDrive 18d,26400,Madrid,2017, Diésel,89500,Automático
1331,MERCEDES-BENZ,Clase E 220d 9G-Tronic 194,35900,Madrid,2017, Diésel,104077,Automático
1332,LAND-ROVER,Defender 110 2.0D SD4 S AWD Aut. 240,76900,Barcelona,2020, Diésel,13835,Automático
1333,BMW,X1 sDrive 18dA,26000,Zaragoza,2019, Diésel,132000,Automático
1334,FORD,Kuga NUEVO  TITANIUM 2.5 Duratec FHEV 140KW (190CV) HF-45 Aut. E6.2,29550,Lleida,2020, Híbrido,1500,Manual
1335,BMW,X3 xDrive 20dA,25500,Valladolid,2015, Diésel,101000,Automático
1336,LEXUS,RX 450h Executive,66490,Guadalajara,2020, Híbrido,12363,Automático
1337,CITROEN,C4 1.6 VTi Collection,6900,Las Palmas,2012, Gasolina,123000,Manual
1338,FORD,Kuga 1.5 EcoBlue ST-Line FWD 120,26990,Madrid,2021, Diésel,5837,Manual
1339,BMW,Serie 1 116d,17500,Barcelona,2015, Diésel,64840,Manual
1340,VOLKSWAGEN,Polo BERLINA CON PORTON 1.0 TSI 70KW ADVANCE 95 5P,15400,Murcia,2021, Gasolina,18747,Manual
1341,OPEL,Mokka X 1.6 CDTI 110 CV ECOFLEX BUSINESS EDITION,14990,Pontevedra,2018, Diésel,60496,Manual
1342,RENAULT,Captur BUSINESS ENERGY dCI 90 CV,14990,Pontevedra,2018, Diésel,59697,Manual
1343,LAND-ROVER,Range Rover Velar 2.0D S 4WD Aut. 180,62900,Barcelona,2020, Diésel,18582,Automático
1344,JEEP,Renegade 1.6Mjt Limited 4x2 DDCT,24998,Valencia,2019, Diésel,8000,Automático
1345,CITROEN,C3 1.2 PureTech S&S Feel 83,12970,Valencia,2017, Gasolina,79761,Manual
1346,ALFA,ROMEO Giulia 2.2 D TURBO 118KW EXECUTIVE 4P,30890,Valencia,2021, Diésel,30000,Manual
1347,BMW,Serie 1 116d,19900,Barcelona,2017, Diésel,26711,Manual
1348,TOYOTA,Yaris 1.5 110 Active Tech,12830,Madrid,2019, Gasolina,51700,Manual
1349,MERCEDES-BENZ,Clase CLA ACABADO AMG,19500,Barcelona,2013, Gasolina,125000,Manual
1350,AUDI,Q7 4.0 TDI quattro tiptronic,66995,Madrid,2017, Diésel,89000,Automático
1351,HYUNDAI,Tucson 1.6 TGDI Kosmo 4x2 DT,23995,Madrid,2018, Gasolina,55000,Automático
1352,SEAT,León ST 2.0TDI CR S&S FR DSG7 150,20500,Valencia,2018, Diésel,111942,Automático
1353,BMW,Serie 3 318d Touring,15400,Madrid,2016, Diésel,174800,Manual
1354,JAGUAR,F-Pace 2.0i4D Pure Aut. AWD 180,29900,Madrid,2017, Diésel,129316,Automático
1355,CITROEN,Xsara Picasso 1.6i Exclusive 110,3890,Zaragoza,2005, Gasolina,140908,Manual
1356,KIA,Sorento 2.2CRDi Emotion 4x4,17990,Pontevedra,2015, Diésel,183464,Manual
1357,LAND-ROVER,Range Rover Velar 2.0D R-Dynamic S 4WD Aut. 180,46900,Barcelona,2018, Diésel,67962,Automático
1358,TOYOTA,Corolla 125H Style,23000,Madrid,2021, Híbrido,10,Automático
1359,NISSAN,Qashqai 1.3 DIG-T N-Connecta 4x2 DCT 117kW,21900,Madrid,2019, Gasolina,44212,Automático
1360,OPEL,Grandland X (O) 1.6 CDTi Selective,21300,Barcelona,2018, Diésel,41908,Manual
1361,PEUGEOT,308 SW 1.6 BlueHDi Active 100,9995,Madrid,2016, Diésel,108000,Manual
1362,BMW,X5 xDrive 30dA,52194,Barcelona,2019, Diésel,43192,Automático
1363,TOYOTA,C-HR 125H Dynamic Plus,21990,Cádiz,2017, Híbrido,54230,Automático
1364,BMW,X3 xDrive 30e,58900,Asturias,2021, Híbrido Enchufable,30145,Automático
1365,BMW,X5 xDrive 30dA,37500,Barcelona,2016, Diésel,94669,Automático
1366,TOYOTA,Auris hybrid 140H Active,13900,Madrid,2019, Híbrido,124256,Automático
1367,PORSCHE,Cayenne Aut.,74900,Málaga,2018, Gasolina,50220,Automático
1368,VOLKSWAGEN,T-Cross TODOTERRENO 1.0 TSI 81KW DSG ADVANCE 110 5P,21800,Murcia,2021, Gasolina,13075,Automático
1369,RENAULT,Kadjar 1.5dCi Energy Business 81kW,16000,Pontevedra,2018, Diésel,99986,Manual
1370,BMW,Serie 1 116d,17900,Asturias,2018, Diésel,64653,Manual
1371,TOYOTA,Avensis 150D Advance,14900,Cuenca,2016, Diésel,98000,Manual
1372,RENAULT,Clio 1.5dCi Energy Limited 66k,10495,Madrid,2016, Diésel,79000,Manual
1373,OPEL,Astra 1.6CDTi S/S Business + 1,13995,Madrid,2018, Diésel,94000,Manual
1374,AUDI,A3 1.6TDI Design Edition 85kW,20100,Madrid,2017, Diésel,99674,Manual
1375,OPEL,Crossland 1.2 96KW INNOVATION S,16900,Murcia,2019, Gasolina,53528,Manual
1376,MERCEDES-BENZ,Clase GLC 220d 4Matic Aut.,41900,Barcelona,2018, Diésel,48151,Automático
1377,LAND-ROVER,Range Rover Evoque 2.0eD4 Pure 2WD 150,19990,Barcelona,2015, Diésel,153000,Manual
1378,RENAULT,Clio 1.5dCi Energy Limited 66k,10495,Madrid,2016, Diésel,79000,Manual
1379,OPEL,Astra 1.6CDTi S/S Business + 1,13995,Madrid,2018, Diésel,94000,Manual
1380,TOYOTA,Avensis 150D Advance,14900,Cuenca,2016, Diésel,98000,Manual
1381,SEAT,León 2.0TDI CR S&S FR 150,19500,La Coruña,2017, Diésel,108617,Manual
1382,BMW,Serie 2 218d Active Tourer Advantage,16900,Badajoz,2016, Diésel,61100,Manual
1383,KIA,Sportage 1.6 GDi Drive 4x2 132,20100,Vizcaya,2020, Gasolina,10,Manual
1384,PORSCHE,Taycan Turbo S,159900,Barcelona,2020, Eléctrico,1900,Automático
1385,RENAULT,Scénic dCi Limited Blue 88kW,19500,Girona,2020, Diésel,19000,Manual
1386,TOYOTA,Aygo 1.0 70 x-play,10240,Soria,2019, Gasolina,24598,Manual
1387,BMW,Serie 3 318d,5500,Málaga,2007, Diésel,221000,Manual
1388,PEUGEOT,Rifter ACCESS BLUE HDI 100,14990,Pontevedra,2019, Diésel,117420,Manual
1389,MERCEDES-BENZ,Clase A 250 Sport 4MATIC,25900,Barcelona,2016, Gasolina,118598,Automático
1390,OPEL,Mokka 1.6CDTi Excellence 4X2,13995,Madrid,2016, Diésel,90000,Manual
1391,SUZUKI,Vitara IBERICA  1.0T GLE 4WD 82KW,18995,Madrid,2019, Gasolina,73000,Manual
1392,BMW,Serie 5 530iA,33995,Madrid,2017, Gasolina,86000,Automático
1393,FORD,Ka 1.19 Ti-VCT Ultimate,11995,Madrid,2019, Gasolina,24000,Manual
1394,KIA,Stonic 1.6CRDi VGT Concept 115,16995,Madrid,2018, Diésel,18000,Manual
1395,SEAT,Alhambra 2.0TDI CR Eco. S&S Reference 150,19470,Madrid,2019, Diésel,119234,Manual
1396,TOYOTA,Yaris 100H 1.5 Advance,15580,Madrid,2017, Híbrido,39409,Automático
1397,HYUNDAI,Tucson 2.0CRDI BD Tecno 4x2,18140,Madrid,2018, Diésel,54962,Manual
1398,RENAULT,Captur 1.5dCi Energy eco2 Life 66kW,15400,Barcelona,2018, Diésel,49496,Manual
1399,OPEL,Corsa 1.4 Color Edition 90,11900,Cuenca,2017, Gasolina,83000,Manual
1400,MERCEDES-BENZ,Clase SLK 200 Kompressor Chrome,13500,Alicante,2006, Gasolina,96097,Manual
1401,VOLKSWAGEN,Tiguan 2.0TDI Advance 110kW,27900,Murcia,2020, Diésel,17163,Manual
1402,MAZDA,CX-5 2.2D Evolution Navy 4WD 110Kw,20900,Barcelona,2017, Diésel,117251,Manual
1403,BMW,X3 sDrive 18d,26400,Madrid,2016, Diésel,59600,Automático
1404,MAZDA,CX-30 2.0 Skyactiv-X Zenith Black Safety 2WD 132kW,32381,Madrid,2020, Gasolina,6997,Manual
1405,AUDI,Q3 35 TDI S tronic 110kW (4.75),31890,Valladolid,2019, Diésel,40401,Automático
1406,VOLKSWAGEN,Polo 1.0 TSI Advance 70kW,16200,Málaga,2021, Gasolina,14229,Manual
1407,MERCEDES-BENZ,Clase E Coupé 220d,38000,Madrid,2017, Diésel,94522,Manual
1408,KIA,XCeed 1.6 GDi PHEV 104kW (141CV) eDrive,20900,Barcelona,2020, Híbrido,13628,Manual
1409,AUDI,Q5 3.0TDI quattro S-T DPF,18500,Barcelona,2010, Diésel,157000,Automático
1410,FIAT,500 1.2 Mirror,10998,Valencia,2018, Gasolina,8275,Manual
1411,AUDI,Q3 2.0TDI Design edition S tronic 110kW,24300,Valencia,2018, Diésel,64078,Automático
1412,BMW,X4 xDrive 20dA,40445,Barcelona,2018, Diésel,111675,Automático
1413,MINI,Mini Cooper,26995,Barcelona,2018, Gasolina,39912,Manual
1414,OPEL,Astra ST 1.6CDTi S/S Business + 136,9900,Pontevedra,2018, Diésel,138918,Manual
1415,RENAULT,Clio 1.5dCi Energy Business 66kW,11500,Pontevedra,2018, Diésel,88642,Manual
1416,OPEL,Grandland X 1.2 TURBO 130 CV BUSINESS EDITION,18500,Pontevedra,2019, Gasolina,55840,Manual
1417,BMW,Serie 1 116d,33500,Asturias,2021, Diésel,2123,Automático
1418,SEAT,León 1.5 ETSI 110KW S,23900,Murcia,2021, Gasolina,7971,Automático
1419,AUDI,Q5 SQ5 3.0TDI Competition quattro Tip. 326,35900,Navarra,2017, Diésel,102000,Automático
1420,TOYOTA,Yaris 1.5 Active,10440,Madrid,2017, Gasolina,64828,Manual
1421,TOYOTA,Auris hybrid 140H Active,14780,Madrid,2017, Híbrido,46446,Automático
1422,VOLKSWAGEN,Passat 1.6TDI BlueMotion,11400,Alicante,2014, Diésel,118000,Manual
1423,TOYOTA,Auris hybrid 140H Active,15920,Madrid,2018, Híbrido,35755,Automático
1424,MINI,Mini Cooper,17690,Barcelona,2019, Gasolina,44513,Manual
1425,RENAULT,Mégane RS TCe 280CV,32900,Cuenca,2019, Gasolina,17000,Automático
1426,PORSCHE,Taycan Turbo S,174900,Málaga,2020, Eléctrico,1923,Automático
1427,LAND-ROVER,Range Rover Velar 2.0D R-Dynamic S 4WD Aut. 180,62900,Barcelona,2020, Diésel,21245,Automático
1428,BMW,Serie 1 118d Business Auto.,32500,Cáceres,2021, Diésel,3870,Automático
1429,JAGUAR,E-Pace 2.0D I4 Standard AWD Aut. 163,49900,Valencia,2021, Diésel,2000,Automático
1430,AUDI,A4 2.0TDI Sport edition 110kW,19800,Vizcaya,2016, Diésel,78980,Manual
1431,HYUNDAI,Tucson 1.6 GDI BD Essence 4x2 131,16900,Murcia,2017, Gasolina,47719,Manual
1432,OPEL,Corsa 1.3CDTI Business75,9900,Málaga,2017, Diésel,91768,Manual
1433,VOLKSWAGEN,Passat  2.0TDI EVO Executive DSG7 110kW,24400,Córdoba,2019, Diésel,83575,Automático
1434,VOLKSWAGEN,Tiguan  2.0TDI Advance 110kW,26000,Córdoba,2018, Diésel,101826,Manual
1435,TOYOTA,Aygo 1.0 VVT-i x-play,8990,Madrid,2017, Gasolina,71000,Manual
1436,CITROEN,C3 Aircross BlueHDi Shine 120,14490,Asturias,2017, Diésel,93000,Manual
1437,SEAT,Ibiza 1.6TDI CR Copa Reference DPF,7800,Badajoz,2012, Diésel,130000,Manual
1438,MINI,One 5 P 1.5 102 CV,14990,Pontevedra,2018, Gasolina,78482,Manual
1439,PEUGEOT,2008 1.6 BlueHDI Allure 100,13990,Pontevedra,2018, Diésel,86369,Manual
1440,BMW,Serie 5 520dA,35900,Madrid,2017, Diésel,74476,Automático
1441,FORD,Kuga 2.0 EcoBlue MEHV ST-Line X FWD 150,28525,Toledo,2020, Diésel,10,Manual
1442,JEEP,Renegade 1.0 Limited 4x2,19998,Valencia,2020, Gasolina,16226,Manual
1443,TOYOTA,Proace Verso 2.0D 150CV SHUTTLE + PACK ACTIVE L2,24510,Madrid,2019, Diésel,42770,Manual
1444,FORD,Kuga 1.5TDCi Auto S&S Business 4x2 120,17900,Cuenca,2016, Diésel,21000,Manual
1445,NISSAN,Juke 1.5dCi N-Connecta 4x2,12830,Madrid,2017, Diésel,68208,Manual
1446,CITROEN,C3 1.4i Furio,5990,Valencia,2007, Gasolina,38940,Manual
1447,OPEL,Corsa 1.2T XHL 74KW ELEGANCE AUTO 5P,15900,Alicante,2020, Gasolina,27330,Automático
1448,VOLKSWAGEN,Tiguan  2.0TDI Advance 110kW,26000,Málaga,2018, Diésel,101826,Manual
1449,CUPRA,Ateca 2.0 TSI 300 DSG 4Drive,35400,Pontevedra,2018, Gasolina,38300,Automático
1450,BMW,Serie 2 218dA Gran Coupé,37278,Zaragoza,2020, Diésel,6500,Automático
1451,SEAT,León 1.5 TSI S&S Style 130,23250,Vizcaya,2022, Gasolina,60,Manual
1452,FIAT,500X TODOTERRENO 1.0 GSE T3 88KW S&S CITY CROSS 120 5P,16500,Murcia,2020, Gasolina,36535,Manual
1453,TOYOTA,Yaris 1.0 70 Active,11990,Barcelona,2017, Gasolina,21956,Manual
1454,LEXUS,GS 300h Executive 249€/mes,27795,Madrid,2016, Híbrido,65600,Automático
1455,SEAT,Arona STYLE GO2 1.0 TSI 110CV 5P,21390,Tarragona,2021, Gasolina,8328,Manual
1456,TOYOTA,Auris hybrid 140H Feel! Edition,13900,Madrid,2018, Híbrido,104093,Automático
1457,VOLKSWAGEN,Golf 2.0TDI Sport DSG7 110kW,22995,Madrid,2017, Diésel,60315,Automático
1458,SEAT,León  1.4 TSI ACT S&S Style 150,14995,Madrid,2017, Gasolina,92000,Manual
1459,HYUNDAI,Tucson 1.7CRDI BD Kosmo 4x2,20995,Madrid,2017, Diésel,52000,Manual
1460,AUDI,A5 2.0 TDI Sportback,29940,Navarra,2018, Diésel,54332,Automático
1461,SEAT,Arona STYLE GO2 1.0 TSI 110CV 5P,21390,Tarragona,2021, Gasolina,8328,Manual
1462,NISSAN,Qashqai 1.7 DCI TEKNA+ 110KW 5P,22050,Valencia,2019, Diésel,37400,Manual
1463,FORD,Fiesta 1.0 EcoBoost S/S ST Line 95,13900,Barcelona,2020, Gasolina,27000,Manual
1464,PORSCHE,Panamera 4S E-Hybrid Aut.,139800,Málaga,2020, Híbrido Enchufable,3500,Automático
1465,PORSCHE,Cayenne S Aut.,82900,Málaga,2018, Gasolina,75000,Automático
1466,VOLKSWAGEN,T-Cross 1.0 TSI Advance DSG7 81kW,22000,Córdoba,2021, Gasolina,7000,Automático
1467,BMW,Serie 2 218d Active Tourer,34500,Málaga,2021, Diésel,8701,Manual
1468,VOLKSWAGEN,Polo BERLINA CON PORTON 1.0 TSI 70KW DSG ADVANCE 95 5P,17100,Murcia,2021, Gasolina,6624,Automático
1469,JEEP,Wrangler 2.8CRD Sahara Aut.,32000,Málaga,2015, Diésel,52000,Automático
1470,PEUGEOT,3008 SUV 1.2 S&S PureTech Allure 130,26700,Madrid,2019, Gasolina,21833,Manual
1471,AUDI,A4 Avant 35 TFSI S line S tronic 110kW,29900,Madrid,2019, Gasolina,101505,Automático
1472,AUDI,Q2 1.0 TFSI Design edition 85kW,23990,Valladolid,2018, Gasolina,55997,Manual
1473,JAGUAR,F-Pace 2.0i4D Prestige RWD 163,43900,Barcelona,2020, Diésel,19850,Manual
1474,JEEP,Renegade 1.3 PHEV 177KW TRAILHAWK AUTO 4WD 240 5P,33500,Murcia,2020, Eléctrico,15824,Automático
1475,LEXUS,UX 250h Luxury 2WD,44695,Madrid,2020, Híbrido,12900,Automático
1476,OPEL,Corsa 1.4 SELECTIVE 66KW LPG 5P,10900,Alicante,2018, Gasolina,28088,Manual
1477,BMW,Serie 3 M3 Competition MxDrive,108500,Vizcaya,2021, Gasolina,8100,Automático
1478,RENAULT,Captur 1.5dCi Energy eco2 Life 66kW,15400,Valencia,2018, Diésel,49496,Manual
1479,AUDI,A4 Avant 2.0TDI Black line edition 110kW,26900,Navarra,2018, Diésel,89000,Manual
1480,MERCEDES-BENZ,Clase C -BENZ Coupé 300 7G Plus,35995,Madrid,2017, Gasolina,63000,Automático
1481,OPEL,Astra 1.6CDTi S/S Selective 110,10350,Madrid,2017, Diésel,128678,Manual
1482,HYUNDAI,Tucson 1.6 GDI BD Klass 4x2 131,15490,Madrid,2017, Gasolina,78124,Manual
1483,BMW,Serie 1 116d,18900,Cuenca,2017, Diésel,58000,Manual
1484,SEAT,León 1.6 TDI CR DPF Copa,8700,Alicante,2012, Diésel,123405,Manual
1485,JAGUAR,F-Pace 2.0i4D R-Sport Aut. AWD 180,36500,Madrid,2017, Diésel,76174,Automático
1486,PORSCHE,Panamera 4 e-Hybrid,114900,Málaga,2019, Híbrido Enchufable,20200,Automático
1487,LAND-ROVER,Defender 110 SW SE,49900,Valencia,2010, Diésel,83200,Manual
1488,RENAULT,Zoe Life 40 R110 80kW,23500,Navarra,2020, Eléctrico,14300,Automático
1489,VOLKSWAGEN,Tiguan 2.0TDI Life 90kW,33800,Granada,2021, Diésel,1806,Manual
1490,FERRARI,360 F360 Spider F1,84900,Barcelona,2004, Gasolina,22000,Automático
1491,LEXUS,UX 2.0 250h Business 219€/mes,31100,Madrid,2021, Híbrido,15000,Automático
1492,AUDI,A4 3.0TDI Sport ed. quattro S tronic 160kW,25300,Madrid,2016, Diésel,110637,Automático
1493,FORD,Kuga NUEVO  TITANIUM 2.5 Duratec FHEV 140KW (190CV) HF-45 Aut. E6.2,30000,Lleida,2020, Híbrido,2000,Manual
1494,JEEP,Renegade 2.0Mjt Limited 4x4 AD Low Aut. 103kW,24998,Valencia,2017, Diésel,39000,Automático
1495,OPEL,Grandland X 1.5 CDTI DESIGN & TECH 5P,24900,Murcia,2021, Diésel,29278,Manual
1496,MINI,Mini Cooper 1.5 COOPER CABRIO 2P,30900,Murcia,2020, Gasolina,22820,Manual
1497,BMW,X1 sDrive16d,19900,Cádiz,2016, Diésel,128000,Manual
1498,SKODA,Karoq 2.0TDI Ambition 4x4 DSG,27995,Madrid,2019, Diésel,32000,Automático
1499,MERCEDES-BENZ,Clase CLA 180 CDI / d (117.908),18930,Zaragoza,2018, Diésel,112294,Manual
1500,RENAULT,Mégane  S.T. 1.5dCi Energy Tech,13995,Madrid,2017, Diésel,61000,Manual
1501,CITROEN,C4 Picasso 1.2 PureTech S&S Feel,12030,Madrid,2016, Gasolina,114652,Manual
1502,SEAT,León 2.0TDI CR S&S FR 150,15500,Pontevedra,2016, Diésel,74000,Manual
1503,KIA,Stonic TODOTERRENO 1.6 CRDI CONCEPT 110 5P,13400,Murcia,2017, Diésel,81591,Manual
1504,AUDI,A3 Sportback 30TDI Advanced,28800,Vizcaya,2021, Diésel,29064,Manual
1505,KIA,Carens 1.7CRDi Eco-Dynamics Concept 115,12995,Barcelona,2017, Diésel,92373,Manual
1506,AUDI,A1 Sportback 1.4 TFSI Adrenalin 92kW,17300,Valencia,2017, Gasolina,56500,Manual
1507,SEAT,Ibiza 1.0 Style 75,10995,Madrid,2018, Gasolina,96205,Manual
1508,KIA,Niro 1.6 GDi PHEV 104kW (141CV) Drive,23000,Barcelona,2020, Híbrido,1800,Manual
1509,MERCEDES-BENZ,Clase E Estate 200 BT Avantgarde 7G Plus,23900,Alicante,2015, Diésel,79000,Automático
1510,BMW,Serie 4 420dA Gran Coupé,30600,Madrid,2017, Diésel,64583,Automático
1511,PEUGEOT,308 1.6 GTi 263,24900,Barcelona,2019, Gasolina,41000,Manual
1512,MINI,Mini Clubman ONE D,15900,Valladolid,2016, Diésel,61584,Manual
1513,CITROEN,C3 1.6BlueHDi S&S Feel 75,10500,Pontevedra,2017, Diésel,47704,Manual
